1,L,red
2,L,red
3,L,red
4,L,red
5,L,red
6,L,red
7,L,red
8,L,red
9,L,red
10,L,red
11,L,red
12,L,red
13,L,red
14,L,red
15,L,red
16,L,red
17,L,red
18,L,red
19,L,red
20,L,red
21,L,red
22,L,red
23,L,red
24,L,red
25,L,red
26,L,red
27,L,red
28,L,red
29,L,red
30,L,red
31,L,red
32,L,red
33,L,red
34,L,red
35,L,red
36,L,red
37,L,red
38,L,red
39,L,red
40,L,red
41,L,red
42,L,red
43,L,red
44,L,red
45,L,red
46,L,red
47,L,red
48,L,red
49,L,red
50,L,red
51,L,red
52,L,red
53,L,red
54,L,red
55,L,red
56,L,red
57,L,red
58,L,red
59,L,red
60,L,red
61,L,red
62,L,red
63,L,red
64,L,red
65,L,red
66,L,red
67,L,red
68,L,red
69,L,red
70,L,red
71,L,red
72,L,red
73,L,red
74,L,red
75,L,red
76,L,red
77,L,red
78,L,red
79,L,red
80,L,red
81,L,red
82,L,red
83,L,red
84,L,red
85,L,red
86,L,red
87,L,red
88,L,red
89,L,red
90,L,red
91,L,red
92,L,red
93,L,red
94,L,red
95,L,red
96,L,red
97,L,red
98,L,red
99,L,red
100,L,red
101,L,red
102,L,red
103,L,red
104,L,red
105,L,red
106,L,red
107,L,red
108,L,red
109,L,red
110,L,red
111,L,red
112,L,red
113,L,red
114,L,red
115,L,red
116,L,red
117,L,red
118,L,red
119,L,red
120,L,red
121,L,red
122,L,red
123,L,red
124,L,red
125,L,red
126,L,red
127,L,red
128,L,red
129,L,red
130,L,red
131,L,red
132,L,red
133,L,red
134,L,red
135,L,red
136,L,red
137,L,red
